date,adjusted close,expiration,strike,call/put,style,ask,bid,mean price,iv,volume,open interest,stock price for iv
01/18/2023,391.49,03/21/2025,230,P,A,8.5,3.53,6.015,0.322219,0,0,391.45
01/18/2023,391.49,03/21/2025,235,C,A,174,169,171.5,0.320054,0,0,391.45
01/18/2023,391.49,03/21/2025,235,P,A,8.97,4,6.485,0.320054,0,4,391.45
01/18/2023,391.49,03/21/2025,240,C,A,170,165,167.5,0.317519,0,1,391.45
01/18/2023,391.49,03/21/2025,240,P,A,9,4.03,6.515,0.317519,0,2,391.45
01/18/2023,391.49,03/21/2025,245,C,A,166,161,163.5,0.314661,0,4,391.45
01/18/2023,391.49,03/21/2025,245,P,A,9.46,4.5,6.98,0.314661,0,0,391.45
01/18/2023,391.49,03/21/2025,250,C,A,161.5,156.5,159,0.306037,0,28,391.45
01/18/2023,391.49,03/21/2025,250,P,A,8.74,5,6.87,0.28298,0,356,391.45
01/18/2023,391.49,03/21/2025,255,C,A,157.5,152.5,155,0.302886,0,3,391.45
01/18/2023,391.49,03/21/2025,255,P,A,10.5,5.5,8,0.286991,0,0,391.45
01/18/2023,391.49,03/21/2025,260,C,A,153.5,148.5,151,0.299488,0,10,391.45
01/18/2023,391.49,03/21/2025,260,P,A,9.4,6,7.7,0.274723,0,7,391.45
01/18/2023,391.49,03/21/2025,265,C,A,149.5,144.5,147,0.295868,0,0,391.45
01/18/2023,391.49,03/21/2025,265,P,A,12,7,9.5,0.284121,0,4,391.45
01/18/2023,391.49,03/21/2025,270,C,A,145.5,140.5,143,0.292047,0,0,391.45
01/18/2023,391.49,03/21/2025,270,P,A,12.5,7.5,10,0.279881,0,3,391.45
01/18/2023,391.49,03/21/2025,275,C,A,142,137,139.5,0.292497,0,0,391.45
01/18/2023,391.49,03/21/2025,275,P,A,13,8,10.5,0.275142,0,1,391.45
01/18/2023,391.49,03/21/2025,280,C,A,138,133,135.5,0.288166,0,1,391.45
01/18/2023,391.49,03/21/2025,280,P,A,14,9,11.5,0.274885,1,7,391.45
01/18/2023,391.49,03/21/2025,285,C,A,134,129,131.5,0.283691,0,2,391.45
01/18/2023,391.49,03/21/2025,285,P,A,14.5,9.5,12,0.270093,0,2,391.45
01/18/2023,391.49,03/21/2025,290,C,A,130.5,125.5,128,0.283048,0,2,391.45
01/18/2023,391.49,03/21/2025,290,P,A,13.3,10,11.65,0.258055,0,12,391.45
01/18/2023,391.49,03/21/2025,295,C,A,126.5,121.5,124,0.278189,0,1,391.45
01/18/2023,391.49,03/21/2025,295,P,A,16,11,13.5,0.26358,0,53,391.45
01/18/2023,391.49,03/21/2025,300,C,A,123,118,120.5,0.276909,0,5,391.45
01/18/2023,391.49,03/21/2025,300,P,A,15,12,13.5,0.254553,1,58,391.45
01/18/2023,391.49,03/21/2025,305,C,A,119,114,116.5,0.271723,0,1,391.45
01/18/2023,391.49,03/21/2025,305,P,A,18,13,15.5,0.259692,0,6,391.45
01/18/2023,391.49,03/21/2025,310,C,A,115.5,110.5,113,0.269899,0,5,391.45
01/18/2023,391.49,03/21/2025,310,P,A,19,14,16.5,0.257472,0,31,391.45
01/18/2023,391.49,03/21/2025,315,C,A,112,107,109.5,0.267772,0,0,391.45
01/18/2023,391.49,03/21/2025,315,P,A,20,15,17.5,0.254714,0,3,391.45
01/18/2023,391.49,03/21/2025,320,C,A,108,103,105.5,0.262126,0,25,391.45
01/18/2023,391.49,03/21/2025,320,P,A,21,16,18.5,0.251714,0,63,391.45
01/18/2023,391.49,03/21/2025,325,C,A,104.5,99.5,102,0.259556,0,1,391.45
01/18/2023,391.49,03/21/2025,325,P,A,20,17,18.5,0.242359,0,10,391.45
01/18/2023,391.49,03/21/2025,330,C,A,101,96,98.5,0.256735,0,5,391.45
01/18/2023,391.49,03/21/2025,330,P,A,23,18,20.5,0.245011,0,0,391.45
01/18/2023,391.49,03/21/2025,335,C,A,97.5,92.5,95,0.253677,0,2,391.45
01/18/2023,391.49,03/21/2025,335,P,A,24,19,21.5,0.241302,0,1,391.45
01/18/2023,391.49,03/21/2025,340,C,A,94.5,89.5,92,0.253295,0,3,391.45
01/18/2023,391.49,03/21/2025,340,P,A,25.5,20.5,23,0.240378,0,12,391.45
01/18/2023,391.49,03/21/2025,345,C,A,91,86,88.5,0.249728,0,7,391.45
01/18/2023,391.49,03/21/2025,345,P,A,26.5,21.5,24,0.235973,0,3,391.45
01/18/2023,391.49,03/21/2025,350,C,A,87.5,82.5,85,0.245959,0,8,391.45
01/18/2023,391.49,03/21/2025,350,P,A,28,23,25.5,0.234305,0,31,391.45
01/18/2023,391.49,03/21/2025,355,C,A,84.5,79.5,82,0.244693,0,3,391.45
01/18/2023,391.49,03/21/2025,355,P,A,29.5,24.5,27,0.232203,2,1,391.45
01/18/2023,391.49,03/21/2025,360,C,A,81,78,79.5,0.245758,0,21,391.45
01/18/2023,391.49,03/21/2025,360,P,A,31,26,28.5,0.229711,0,21,391.45
01/18/2023,391.49,03/21/2025,365,C,A,78,73,75.5,0.23867,1,5,391.45
01/18/2023,391.49,03/21/2025,365,P,A,32.5,27.5,30,0.227133,0,0,391.45
01/18/2023,391.49,03/21/2025,370,C,A,75,70,72.5,0.236579,0,3,391.45
01/18/2023,391.49,03/21/2025,370,P,A,34,29,31.5,0.223965,0,4,391.45
01/18/2023,391.49,03/21/2025,375,C,A,72,67,69.5,0.234216,0,12,391.45
01/18/2023,391.49,03/21/2025,375,P,A,35.5,30.5,33,0.220638,2,10,391.45
01/18/2023,391.49,03/21/2025,380,C,A,69,64,66.5,0.231591,0,68,391.45
01/18/2023,391.49,03/21/2025,380,P,A,37,32,34.5,0.217053,0,8,391.45
01/18/2023,391.49,03/21/2025,385,C,A,66,61,63.5,0.228711,1,19,391.45
01/18/2023,391.49,03/21/2025,385,P,A,39,34,36.5,0.215342,0,28,391.45
01/18/2023,391.49,03/21/2025,390,C,A,63,58,60.5,0.22558,0,40,391.45
01/18/2023,391.49,03/21/2025,390,P,A,40.5,35.5,38,0.211142,0,18,391.45
01/18/2023,391.49,03/21/2025,395,C,A,60,55,57.5,0.2222,1,27,391.45
01/18/2023,391.49,03/21/2025,395,P,A,42.5,37.5,40,0.208715,0,6,391.45
01/18/2023,391.49,03/21/2025,400,C,A,57,52.5,54.75,0.219734,0,196,391.45
01/18/2023,391.49,03/21/2025,400,P,A,44.5,39.5,42,0.206035,0,98,391.45
01/18/2023,391.49,03/21/2025,405,C,A,54.5,49.5,52,0.216996,0,24,391.45
01/18/2023,391.49,03/21/2025,405,P,A,46.5,41.5,44,0.202959,0,1,391.45
01/18/2023,391.49,03/21/2025,410,C,A,52,47,49.5,0.215128,0,19,391.45
01/18/2023,391.49,03/21/2025,410,P,A,48.5,43.5,46,0.199378,0,21,391.45
01/18/2023,391.49,03/21/2025,415,C,A,49,44,46.5,0.210704,0,5,391.45
01/18/2023,391.49,03/21/2025,415,P,A,51,46,48.5,0.197849,0,4,391.45
01/18/2023,391.49,03/21/2025,420,C,A,46.46,41.5,43.98,0.208183,0,4,391.45
01/18/2023,391.49,03/21/2025,420,P,A,53,48,50.5,0.193283,0,11,391.45
01/18/2023,391.49,03/21/2025,425,C,A,44,39,41.5,0.205551,0,26,391.45
01/18/2023,391.49,03/21/2025,425,P,A,55.5,50.5,53,0.190792,0,2,391.45
01/18/2023,391.49,03/21/2025,430,C,A,41.5,36.5,39,0.202534,2,4,391.45
01/18/2023,391.49,03/21/2025,430,P,A,58,53,55.5,0.187545,0,9,391.45
01/18/2023,391.49,03/21/2025,435,C,A,39,34,36.5,0.199216,0,3,391.45
01/18/2023,391.49,03/21/2025,435,P,A,60.5,55.5,58,0.183904,0,0,391.45
01/18/2023,391.49,03/21/2025,440,C,A,36.5,32,34.25,0.19671,0,7,391.45
01/18/2023,391.49,03/21/2025,440,P,A,63,58,60.5,0.179361,0,0,391.45
01/18/2023,391.49,03/21/2025,445,C,A,34.5,29.5,32,0.193887,0,0,391.45
01/18/2023,391.49,03/21/2025,445,P,A,66,61,63.5,0.176809,0,1,391.45
01/18/2023,391.49,03/21/2025,450,C,A,32.5,27.5,30,0.191872,0,77,391.45
01/18/2023,391.49,03/21/2025,450,P,A,69,64,66.5,0.173247,0,73,391.45
01/18/2023,391.49,03/21/2025,455,C,A,30,25,27.5,0.187245,0,12,391.45
01/18/2023,391.49,03/21/2025,455,P,A,72.5,67.5,70,0.171799,0,0,391.45
01/18/2023,391.49,03/21/2025,460,C,A,28,23,25.5,0.184546,0,24,391.45
01/18/2023,391.49,03/21/2025,460,P,A,76,71,73.5,0.16925,0,14,391.45
01/18/2023,391.49,03/21/2025,465,C,A,26.5,21.5,24,0.18383,0,24,391.45
01/18/2023,391.49,03/21/2025,465,P,A,79.5,74.5,77,0.165656,0,21,391.45
01/18/2023,391.49,03/21/2025,470,C,A,24.5,19.5,22,0.18043,0,1,391.45
01/18/2023,391.49,03/21/2025,470,P,A,83,78,80.5,0.160154,0,36,391.45
01/18/2023,391.49,03/21/2025,475,C,A,23,18,20.5,0.179048,0,0,391.45
01/18/2023,391.49,03/21/2025,475,P,A,87,82,84.5,0.155981,0,78,391.45
01/18/2023,391.49,03/21/2025,480,C,A,21,16,18.5,0.174861,0,6,391.45
01/18/2023,391.49,03/21/2025,480,P,A,91.5,87,89.25,0.158743,4,30,391.45
01/18/2023,391.49,03/21/2025,485,C,A,19.5,14.5,17,0.172733,0,0,391.45
01/18/2023,391.49,03/21/2025,485,P,A,96,91,93.5,0.172733,0,2,391.45
01/18/2023,391.49,03/21/2025,490,C,A,18.5,13.5,16,0.172807,0,3,391.45
01/18/2023,391.49,03/21/2025,490,P,A,101,96,98.5,0.172807,0,5,391.45
01/18/2023,391.49,03/21/2025,495,C,A,17,12,14.5,0.16995,0,1,391.45
01/18/2023,391.49,03/21/2025,495,P,A,106,101,103.5,0.16995,0,0,391.45
01/18/2023,391.49,03/21/2025,500,C,A,16,13,14.5,0.174805,1,22,391.45
01/18/2023,391.49,03/21/2025,500,P,A,111,106,108.5,0.174805,0,0,391.45
01/18/2023,391.49,03/21/2025,505,C,A,15,10,12.5,0.168515,0,20,391.45
01/18/2023,391.49,03/21/2025,505,P,A,116,111,113.5,0.168515,0,0,391.45
01/18/2023,391.49,03/21/2025,510,C,A,13.5,8.5,11,0.164391,0,2,391.45
01/18/2023,391.49,03/21/2025,510,P,A,121,116,118.5,0.164391,0,0,391.45
01/18/2023,391.49,03/21/2025,515,C,A,13,8,10.5,0.165763,0,0,391.45
01/18/2023,391.49,03/21/2025,515,P,A,126,121,123.5,0.165763,0,0,391.45
01/18/2023,391.49,03/21/2025,520,C,A,12,7,9.5,0.163828,0,9,391.45
01/18/2023,391.49,03/21/2025,520,P,A,131,126,128.5,0.163828,0,0,391.45
01/18/2023,391.49,03/21/2025,525,C,A,11,6,8.5,0.161468,0,2,391.45
01/18/2023,391.49,03/21/2025,525,P,A,136,131,133.5,0.161468,0,0,391.45
01/18/2023,391.49,03/21/2025,530,C,A,10.5,5.5,8,0.162063,0,0,391.45
01/18/2023,391.49,03/21/2025,530,P,A,141,136,138.5,0.162063,0,0,391.45
01/18/2023,391.49,03/21/2025,535,C,A,10,5.03,7.515,0.162544,0,0,391.45
01/18/2023,391.49,03/21/2025,535,P,A,146,141,143.5,0.162544,0,0,391.45
01/18/2023,391.49,03/21/2025,540,C,A,8.95,4,6.475,0.163104,0,0,391.45
01/18/2023,391.49,03/21/2025,540,P,A,151,146,148.5,0.163104,0,0,391.45
01/18/2023,391.49,03/21/2025,545,C,A,8.5,3.53,6.015,0.163663,0,11,391.45
01/18/2023,391.49,03/21/2025,545,P,A,156,151,153.5,0.163663,0,0,391.45
01/18/2023,391.49,03/21/2025,550,C,A,8,4.53,6.265,0.164222,5,2,391.45
01/18/2023,391.49,03/21/2025,550,P,A,161,156,158.5,0.164222,0,0,391.45
01/18/2023,391.49,03/21/2025,555,C,A,7.5,2.52,5.01,0.165113,0,1,391.45
01/18/2023,391.49,03/21/2025,555,P,A,166,161,163.5,0.165113,0,0,391.45
01/18/2023,391.49,03/21/2025,560,C,A,7.48,2.5,4.99,0.166004,0,0,391.45
01/18/2023,391.49,03/21/2025,560,P,A,171,166,168.5,0.166004,0,0,391.45
01/18/2023,391.49,03/21/2025,565,C,A,7,2.03,4.515,0.166895,0,0,391.45
01/18/2023,391.49,03/21/2025,565,P,A,176,171,173.5,0.166895,0,0,391.45
01/18/2023,391.49,03/21/2025,570,C,A,6.48,3,4.74,0.167786,0,2,391.45
01/18/2023,391.49,03/21/2025,570,P,A,181,176,178.5,0.167786,0,0,391.45
01/18/2023,391.49,03/21/2025,575,C,A,6.47,2.5,4.485,0.168677,0,50,391.45
01/18/2023,391.49,03/21/2025,575,P,A,186,181,183.5,0.168677,0,0,391.45
01/18/2023,391.49,03/21/2025,580,C,A,5.95,1,3.475,0.169568,0,0,391.45
01/18/2023,391.49,03/21/2025,580,P,A,191,186,188.5,0.169568,0,0,391.45
01/18/2023,391.49,03/21/2025,585,C,A,6,1.03,3.515,0.170459,0,0,391.45
01/18/2023,391.49,03/21/2025,585,P,A,196,191,193.5,0.170459,0,0,391.45
01/18/2023,391.49,03/21/2025,590,C,A,5.97,2.58,4.275,0.17135,0,2,391.45
01/18/2023,391.49,03/21/2025,590,P,A,201,196,198.5,0.17135,0,0,391.45
01/18/2023,391.49,03/21/2025,595,C,A,5.5,1.76,3.63,0.172241,0,0,391.45
01/18/2023,391.49,03/21/2025,595,P,A,206,201,203.5,0.172241,0,0,391.45
01/18/2023,391.49,03/21/2025,600,C,A,4.97,2.6,3.785,0.173132,8,15,391.45
01/18/2023,391.49,03/21/2025,600,P,A,211,206,208.5,0.173132,0,0,391.45
01/18/2023,391.49,03/21/2025,605,C,A,4.97,0.99,2.98,0.173132,4,17,391.45
01/18/2023,391.49,03/21/2025,605,P,A,216,211,213.5,0.173132,0,0,391.45
01/18/2023,391.49,12/19/2025,150,C,A,248,243,245.5,0.399887,20,118,391.45
01/18/2023,391.49,12/19/2025,150,P,A,2.7,0,0,0.399887,0,15,391.45
01/18/2023,391.49,12/19/2025,155,C,A,243.5,238.5,241,0.388004,0,0,391.45
01/18/2023,391.49,12/19/2025,155,P,A,5.42,0.5,2.96,0.388004,0,1,391.45
01/18/2023,391.49,12/19/2025,160,C,A,239,234,236.5,0.376531,0,0,391.45
01/18/2023,391.49,12/19/2025,160,P,A,3.25,0.53,1.89,0.376531,1,5,391.45
01/18/2023,391.49,12/19/2025,165,C,A,235,230,232.5,0.375106,0,0,391.45
01/18/2023,391.49,12/19/2025,165,P,A,5.97,1,3.485,0.375106,0,5,391.45
01/18/2023,391.49,12/19/2025,170,C,A,230.5,225.5,228,0.364144,0,0,391.45
01/18/2023,391.49,12/19/2025,170,P,A,3.65,1.03,2.34,0.364144,1,3,391.45
01/18/2023,391.49,12/19/2025,175,C,A,226,221,223.5,0.353523,0,0,391.45
01/18/2023,391.49,12/19/2025,175,P,A,6.5,1.53,4.015,0.353523,0,2,391.45
01/18/2023,391.49,12/19/2025,180,C,A,222,217,219.5,0.351778,0,0,391.45
01/18/2023,391.49,12/19/2025,180,P,A,6.5,1.53,4.015,0.351778,1,1,391.45
01/18/2023,391.49,12/19/2025,185,C,A,218,213,215.5,0.349573,0,0,391.45
01/18/2023,391.49,12/19/2025,185,P,A,6.97,2,4.485,0.349573,0,2,391.45
01/18/2023,391.49,12/19/2025,190,C,A,213.5,208.5,211,0.339481,0,0,391.45
01/18/2023,391.49,12/19/2025,190,P,A,7.5,2.52,5.01,0.339481,0,2,391.45
01/18/2023,391.49,12/19/2025,195,C,A,209.5,204.5,207,0.336999,0,0,391.45
01/18/2023,391.49,12/19/2025,195,P,A,7.5,2.53,5.015,0.336999,0,2,391.45
01/18/2023,391.49,12/19/2025,200,C,A,205.5,200.5,203,0.334195,1,18,391.45
01/18/2023,391.49,12/19/2025,200,P,A,6,3.03,4.515,0.300894,0,134,391.45
01/18/2023,391.49,12/19/2025,205,C,A,201,196,198.5,0.324571,0,0,391.45
01/18/2023,391.49,12/19/2025,205,P,A,8.47,3.5,5.985,0.324571,0,0,391.45
01/18/2023,391.49,12/19/2025,210,C,A,197,192,194.5,0.321587,0,0,391.45
01/18/2023,391.49,12/19/2025,210,P,A,7.36,3.53,5.445,0.321587,0,5,391.45
01/18/2023,391.49,12/19/2025,215,C,A,193,188,190.5,0.318367,0,1,391.45
01/18/2023,391.49,12/19/2025,215,P,A,8.99,4,6.495,0.318367,0,0,391.45
01/18/2023,391.49,12/19/2025,220,C,A,189,184,186.5,0.31494,0,3,391.45
01/18/2023,391.49,12/19/2025,220,P,A,9.5,4.52,7.01,0.31494,0,0,391.45
01/18/2023,391.49,12/19/2025,225,C,A,185,180,182.5,0.311334,1,9,391.45
01/18/2023,391.49,12/19/2025,225,P,A,9.94,5,7.47,0.296162,0,0,391.45
01/18/2023,391.49,12/19/2025,230,C,A,181,176,178.5,0.30757,0,0,391.45
01/18/2023,391.49,12/19/2025,230,P,A,10.5,5.5,8,0.293114,0,1,391.45
01/18/2023,391.49,12/19/2025,235,C,A,177,172,174.5,0.303667,0,0,391.45
01/18/2023,391.49,12/19/2025,235,P,A,11,6,8.5,0.289796,0,167,391.45
01/18/2023,391.49,12/19/2025,240,C,A,173.5,168.5,171,0.30441,0,0,391.45
01/18/2023,391.49,12/19/2025,240,P,A,9.35,6,7.675,0.272746,3,86,391.45
01/18/2023,391.49,12/19/2025,245,C,A,169.5,164.5,167,0.300092,0,1,391.45
01/18/2023,391.49,12/19/2025,245,P,A,12,7,9.5,0.28248,2,18,391.45
01/18/2023,391.49,12/19/2025,250,C,A,165.5,160.5,163,0.295685,0,0,391.45
01/18/2023,391.49,12/19/2025,250,P,A,11,10,10.5,0.283145,5,23,391.45
01/18/2023,391.49,12/19/2025,255,C,A,161.5,156.5,159,0.291198,0,0,391.45
01/18/2023,391.49,12/19/2025,255,P,A,11.2,8,9.6,0.26666,1,14,391.45
01/18/2023,391.49,12/19/2025,260,C,A,158,153,155.5,0.290713,0,0,391.45
01/18/2023,391.49,12/19/2025,260,P,A,11.8,9.5,10.65,0.267613,1,3,391.45
01/18/2023,391.49,12/19/2025,265,C,A,154,149,151.5,0.285954,0,0,391.45
01/18/2023,391.49,12/19/2025,265,P,A,15,10,12.5,0.274144,9,33,391.45
01/18/2023,391.49,12/19/2025,270,C,A,150.5,145.5,148,0.28492,0,1,391.45
01/18/2023,391.49,12/19/2025,270,P,A,14,10.5,12.25,0.263859,0,660,391.45
01/18/2023,391.49,12/19/2025,275,C,A,146.5,141.5,144,0.27994,0,4,391.45
01/18/2023,391.49,12/19/2025,275,P,A,16.5,11.5,14,0.268501,0,1,391.45
01/18/2023,391.49,12/19/2025,280,C,A,143,138,140.5,0.278447,0,0,391.45
01/18/2023,391.49,12/19/2025,280,P,A,15.1,12,13.55,0.256876,1,161,391.45
01/18/2023,391.49,12/19/2025,285,C,A,139.5,134.5,137,0.276687,0,4,391.45
01/18/2023,391.49,12/19/2025,285,P,A,18,13,15.5,0.262271,2,84,391.45
01/18/2023,391.49,12/19/2025,290,C,A,136,131,133.5,0.274686,0,1,391.45
01/18/2023,391.49,12/19/2025,290,P,A,17.5,14,15.75,0.255393,8,9,391.45
01/18/2023,391.49,12/19/2025,295,C,A,132.5,127.5,130,0.272462,0,0,391.45
01/18/2023,391.49,12/19/2025,295,P,A,20,15,17.5,0.258132,6,907,391.45
01/18/2023,391.49,12/19/2025,300,C,A,129,124,126.5,0.270035,0,0,391.45
01/18/2023,391.49,12/19/2025,300,P,A,20,16,18,0.252884,46,250,391.45
01/18/2023,391.49,12/19/2025,305,C,A,125.5,120.5,123,0.267418,0,1,391.45
01/18/2023,391.49,12/19/2025,305,P,A,21,17,19,0.250382,0,343,391.45
01/18/2023,391.49,12/19/2025,310,C,A,122,117,119.5,0.264624,0,1,391.45
01/18/2023,391.49,12/19/2025,310,P,A,23,18,20.5,0.250505,0,30,391.45
01/18/2023,391.49,12/19/2025,315,C,A,118.5,113.5,116,0.261664,0,0,391.45
01/18/2023,391.49,12/19/2025,315,P,A,24,19,21.5,0.24769,0,0,391.45
01/18/2023,391.49,12/19/2025,320,C,A,115,110,112.5,0.258548,0,1,391.45
01/18/2023,391.49,12/19/2025,320,P,A,25,20,22.5,0.244431,0,50,391.45
01/18/2023,391.49,12/19/2025,325,C,A,111.5,106.5,109,0.255283,1,12,391.45
01/18/2023,391.49,12/19/2025,325,P,A,26.5,21.5,24,0.24367,0,4,391.45
01/18/2023,391.49,12/19/2025,330,C,A,108.5,103.5,106,0.254496,0,0,391.45
01/18/2023,391.49,12/19/2025,330,P,A,27.5,22.5,25,0.240233,18,0,391.45
01/18/2023,391.49,12/19/2025,335,C,A,105,100,102.5,0.250893,0,29,391.45
01/18/2023,391.49,12/19/2025,335,P,A,29,24,26.5,0.238948,0,16,391.45
01/18/2023,391.49,12/19/2025,340,C,A,102,97,99.5,0.249663,0,2,391.45
01/18/2023,391.49,12/19/2025,340,P,A,30,25,27.5,0.234946,0,101,391.45
01/18/2023,391.49,12/19/2025,345,C,A,98.5,93.5,96,0.245755,0,0,391.45
01/18/2023,391.49,12/19/2025,345,P,A,31.5,26.5,29,0.233345,0,0,391.45
01/18/2023,391.49,12/19/2025,350,C,A,95.5,90.5,93,0.244123,1,0,391.45
01/18/2023,391.49,12/19/2025,350,P,A,33,28,30.5,0.231308,1,1,391.45
01/18/2023,391.49,12/19/2025,355,C,A,92.5,87.5,90,0.24228,0,1,391.45
01/18/2023,391.49,12/19/2025,355,P,A,34.5,29.5,32,0.229026,0,1,391.45
01/18/2023,391.49,12/19/2025,360,C,A,89.5,84.5,87,0.240234,0,5,391.45
01/18/2023,391.49,12/19/2025,360,P,A,36,31,33.5,0.226682,0,8,391.45
01/18/2023,391.49,12/19/2025,365,C,A,86.5,81.5,84,0.237995,0,7,391.45
01/18/2023,391.49,12/19/2025,365,P,A,37.5,32.5,35,0.223951,0,1,391.45
01/18/2023,391.49,12/19/2025,370,C,A,83.5,78.5,81,0.23557,1,3,391.45
01/18/2023,391.49,12/19/2025,370,P,A,37,34,35.5,0.216644,42,255,391.45
01/18/2023,391.49,12/19/2025,375,C,A,80.5,75.5,78,0.232963,0,11,391.45
01/18/2023,391.49,12/19/2025,375,P,A,40.5,35.5,38,0.217935,0,6,391.45
01/18/2023,391.49,12/19/2025,380,C,A,77.5,72.5,75,0.23018,2,393,391.45
01/18/2023,391.49,12/19/2025,380,P,A,42.5,38.5,40.5,0.218692,1,68,391.45
01/18/2023,391.49,12/19/2025,385,C,A,75,70,72.5,0.229348,2,84,391.45
01/18/2023,391.49,12/19/2025,385,P,A,44,39,41.5,0.212916,0,39,391.45
01/18/2023,391.49,12/19/2025,390,C,A,72,67,69.5,0.226194,46,362,391.45
01/18/2023,391.49,12/19/2025,390,P,A,46,41,43.5,0.211213,121,274,391.45
01/18/2023,391.49,12/19/2025,395,C,A,69.5,64.5,67,0.224943,103,287,391.45
01/18/2023,391.49,12/19/2025,395,P,A,48,43,45.5,0.209013,46,32,391.45
01/18/2023,391.49,12/19/2025,400,C,A,66.5,61.5,64,0.22143,40,756,391.45
01/18/2023,391.49,12/19/2025,400,P,A,48.4,45,46.7,0.203382,18,103,391.45
01/18/2023,391.49,12/19/2025,405,C,A,64,59,61.5,0.219779,0,51,391.45
01/18/2023,391.49,12/19/2025,405,P,A,52,47,49.5,0.204057,0,0,391.45
01/18/2023,391.49,12/19/2025,410,C,A,61.5,56.5,59,0.217923,1,82,391.45
01/18/2023,391.49,12/19/2025,410,P,A,54,49,51.5,0.200946,0,3,391.45
01/18/2023,391.49,12/19/2025,415,C,A,59,54,56.5,0.215865,0,15,391.45
01/18/2023,391.49,12/19/2025,415,P,A,56,51,53.5,0.197685,0,3,391.45
01/18/2023,391.49,12/19/2025,420,C,A,56.5,51.5,54,0.213607,0,27,391.45
01/18/2023,391.49,12/19/2025,420,P,A,58.5,53.5,56,0.196075,0,16,391.45
01/18/2023,391.49,12/19/2025,425,C,A,54,49,51.5,0.211149,0,6,391.45
01/18/2023,391.49,12/19/2025,425,P,A,60.5,55.5,58,0.192013,0,2,391.45
01/18/2023,391.49,12/19/2025,430,C,A,51.5,46.5,49,0.208491,0,7,391.45
01/18/2023,391.49,12/19/2025,430,P,A,63,58,60.5,0.189741,0,11,391.45
01/18/2023,391.49,12/19/2025,435,C,A,49,44,46.5,0.205631,0,1,391.45
01/18/2023,391.49,12/19/2025,435,P,A,65.5,60.5,63,0.186913,0,14,391.45
01/18/2023,391.49,12/19/2025,440,C,A,47,42,44.5,0.204517,22,24,391.45
01/18/2023,391.49,12/19/2025,440,P,A,68,63,65.5,0.183734,0,1,391.45
01/18/2023,391.49,12/19/2025,445,C,A,44.5,39.5,42,0.201239,0,7,391.45
01/18/2023,391.49,12/19/2025,445,P,A,71,66,68.5,0.182181,0,8,391.45
01/18/2023,391.49,12/19/2025,450,C,A,42.5,37.5,40,0.199697,0,9,391.45
01/18/2023,391.49,12/19/2025,450,P,A,73.5,68.5,71,0.177921,2,1,391.45
01/18/2023,391.49,12/19/2025,455,C,A,40,35,37.5,0.195982,0,0,391.45
01/18/2023,391.49,12/19/2025,455,P,A,76.5,71.5,74,0.175346,0,2,391.45
01/18/2023,391.49,12/19/2025,460,C,A,38,33,35.5,0.193999,0,23,391.45
01/18/2023,391.49,12/19/2025,460,P,A,79.5,74.5,77,0.17202,0,5,391.45
01/18/2023,391.49,12/19/2025,465,C,A,36,31,33.5,0.19179,0,0,391.45
01/18/2023,391.49,12/19/2025,465,P,A,83,78,80.5,0.170472,7,7,391.45
01/18/2023,391.49,12/19/2025,470,C,A,34,29,31.5,0.189348,0,506,391.45
01/18/2023,391.49,12/19/2025,470,P,A,86.5,81.5,84,0.168232,0,0,391.45
01/18/2023,391.49,12/19/2025,475,C,A,32.5,27.5,30,0.188671,0,0,391.45
01/18/2023,391.49,12/19/2025,475,P,A,90,85,87.5,0.164969,0,0,391.45
01/18/2023,391.49,12/19/2025,480,C,A,30.5,25.5,28,0.185757,0,12,391.45
01/18/2023,391.49,12/19/2025,480,P,A,93.5,88.5,91,0.16047,0,76,391.45
01/18/2023,391.49,12/19/2025,485,C,A,29,24,26.5,0.184629,0,0,391.45
01/18/2023,391.49,12/19/2025,485,P,A,97.5,92.5,95,0.157426,0,0,391.45
01/18/2023,391.49,12/19/2025,490,C,A,27,22,24.5,0.181204,0,0,391.45
01/18/2023,391.49,12/19/2025,490,P,A,102,97,99.5,0.157799,0,124,391.45
01/18/2023,391.49,12/19/2025,495,C,A,25.5,20.5,23,0.179593,0,2,391.45
01/18/2023,391.49,12/19/2025,495,P,A,106.5,101.5,104,0.155875,0,0,391.45
01/18/2023,391.49,12/19/2025,500,C,A,24,21,22.5,0.182005,7,9,391.45
01/18/2023,391.49,12/19/2025,500,P,A,111,106,108.5,0.182005,5,15,391.45
01/18/2023,391.49,12/19/2025,505,C,A,23,18,20.5,0.177804,0,0,391.45
01/18/2023,391.49,12/19/2025,505,P,A,116,111,113.5,0.177804,0,0,391.45
01/18/2023,391.49,12/19/2025,510,C,A,20.56,16.5,18.53,0.173377,2,4,391.45
01/18/2023,391.49,12/19/2025,510,P,A,121,116,118.5,0.173377,1,0,391.45
01/18/2023,391.49,12/19/2025,515,C,A,19.36,15.5,17.43,0.172529,9,16,391.45
01/18/2023,391.49,12/19/2025,515,P,A,126,121,123.5,0.172529,0,0,391.45
01/18/2023,391.49,12/19/2025,520,C,A,19,14,16.5,0.172245,0,27,391.45
01/18/2023,391.49,12/19/2025,520,P,A,131,126,128.5,0.172245,0,0,391.45
01/18/2023,391.49,12/19/2025,525,C,A,18,13,15.5,0.171431,0,0,391.45
